word_id,topic_id,correct_word,response,p_cloze,level
topic-1-00097,1,fireplace,fireplace,0.79,high
topic-1-00098,1,to,to,0.02,low
topic-1-00099,1,my,my,0.0,low
topic-1-00100,1,good,good,0.0,low
topic-1-00101,1,fortune,fortune,0.05,low
topic-1-00102,1,if,if,0.0,low
topic-1-00103,1,i,i,0.41,medium
topic-1-00104,1,had,had,0.19,medium
topic-1-00105,1,not,not,0.24,medium
topic-1-00106,1,forced,forced,0.0,low
topic-1-00107,1,my,my,0.2,medium
topic-1-00108,1,way,way,0.35,medium
topic-1-00109,1,out,out,0.71,high
topic-1-00110,1,i,i,0.86,high
topic-1-00111,1,surely,surely,0.01,low
topic-1-00112,1,would,would,0.94,high
topic-1-00113,1,have,have,0.88,high
topic-1-00114,1,died,died,0.14,medium
topic-1-00115,1,i,i,0.25,medium
topic-1-00116,1,would,would,0.03,low
topic-1-00117,1,have,have,0.57,high
topic-1-00118,1,burned,burned,0.44,medium
topic-1-00119,1,to,to,0.36,medium
topic-1-00120,1,ash,ash,0.16,medium
topic-1-00121,1,the,the,0.66,high
topic-1-00122,1,bean,bean,0.47,medium
topic-1-00123,1,said,said,0.55,high
topic-1-00124,1,i,i,0.7,high
topic-1-00125,1,too,too,0.02,low
topic-1-00126,1,saved,saved,0.0,low
topic-1-00127,1,my,my,0.25,medium
topic-1-00128,1,skin,skin,0.02,low
topic-1-00129,1,if,if,0.06,low
topic-1-00130,1,the,the,0.02,low
topic-1-00131,1,old,old,0.16,medium
topic-1-00132,1,woman,woman,0.79,high
topic-1-00133,1,had,had,0.56,high
topic-1-00134,1,gotten,gotten,0.0,low
topic-1-00135,1,me,me,0.51,medium
topic-1-00136,1,into,into,0.25,medium
topic-1-00137,1,the,the,0.92,high
topic-1-00138,1,pot,pot,0.82,high
topic-1-00139,1,i,i,0.8,high
topic-1-00140,1,would,would,0.84,high
topic-1-00141,1,have,have,0.86,high
topic-1-00142,1,been,been,0.28,medium
topic-1-00143,1,cooked,cooked,0.39,medium
topic-1-00144,1,to,to,0.38,medium
topic-1-00145,1,mush,mush,0.06,low
topic-1-00146,1,without,without,0.0,low
topic-1-00147,1,mercy,mercy,0.0,low
topic-1-00148,1,just,just,0.0,low
topic-1-00149,1,like,like,0.36,medium
topic-1-00150,1,my,my,0.2,medium
topic-1-00151,1,comrades,comrades,0.0,low
topic-1-00152,1,would,would,0.0,low
topic-1-00153,1,my,my,0.01,low
topic-1-00154,1,fate,fate,0.01,low
topic-1-00155,1,have,have,0.43,medium
topic-1-00156,1,been,been,0.86,high
topic-1-00157,1,any,any,0.15,medium
topic-1-00158,1,better,better,0.17,medium
topic-1-00159,1,said,said,0.08,medium
topic-1-00160,1,the,the,0.94,high
topic-1-00161,1,straw,straw,0.55,high
topic-1-00162,1,the,the,0.25,medium
topic-1-00163,1,old,old,0.28,medium
topic-1-00164,1,woman,woman,0.95,high
topic-1-00165,1,sent,sent,0.0,low
topic-1-00166,1,all,all,0.02,low
topic-1-00167,1,my,my,0.2,medium
topic-1-00168,1,brothers,brothers,0.0,low
topic-1-00169,1,up,up,0.0,low
topic-1-00170,1,in,in,0.25,medium
topic-1-00171,1,fire,fire,0.0,low
topic-1-00172,1,and,and,0.37,medium
topic-1-00173,1,smoke,smoke,0.16,medium
topic-1-00174,1,she,she,0.08,medium
topic-1-00175,1,grabbed,grabbed,0.0,low
topic-1-00176,1,sixty,sixty,0.0,low
topic-1-00177,1,at,at,0.0,low
topic-1-00178,1,once,once,0.22,medium
topic-1-00179,1,and,and,0.89,high
topic-1-00180,1,killed,killed,0.02,low
topic-1-00181,1,them,them,0.74,high
topic-1-00182,1,fortunately,fortunately,0.0,low
topic-1-00183,1,i,i,0.82,high
topic-1-00184,1,slipped,slipped,0.02,low
topic-1-00185,1,through,through,0.07,medium
topic-1-00186,1,her,her,0.55,high
topic-1-00187,1,fingers,fingers,0.47,medium
topic-1-00188,1,what,what,0.02,low
topic-1-00189,1,should,should,0.05,low
topic-1-00190,1,we,we,0.43,medium
topic-1-00191,1,do,do,0.91,high
topic-1-00192,1,now,now,0.6,high
topic-1-00193,1,asked,asked,0.16,medium
topic-1-00194,1,the,the,0.95,high
topic-1-00195,1,coal,coal,0.33,medium
topic-1-00196,1,because,because,0.0,low
topic-1-00197,1,we,we,0.5,medium
topic-1-00198,1,have,have,0.09,medium
topic-1-00199,1,so,so,0.0,low
topic-1-00200,1,fortunately,fortunately,0.0,low
topic-1-00201,1,escaped,escaped,0.24,medium
topic-1-00202,1,death,death,0.11,medium
topic-1-00203,1,answered,answered,0.02,low
topic-1-00204,1,the,the,0.93,high
topic-1-00205,1,bean,bean,0.66,high
topic-1-00206,1,i,i,0.1,medium
topic-1-00207,1,think,think,0.44,medium
topic-1-00208,1,that,that,0.04,low
topic-1-00209,1,we,we,0.93,high
topic-1-00210,1,should,should,0.89,high
topic-1-00211,1,join,join,0.0,low
topic-1-00212,1,together,together,0.2,medium
topic-1-00213,1,as,as,0.01,low
topic-1-00214,1,comrades,comrades,0.07,medium
topic-1-00215,1,to,to,0.02,low
topic-1-00216,1,prevent,prevent,0.01,low
topic-1-00217,1,some,some,0.0,low
topic-1-00218,1,new,new,0.0,low
topic-1-00219,1,misfortune,misfortune,0.02,low
topic-1-00220,1,from,from,0.39,medium
topic-1-00221,1,befalling,befalling,0.13,medium
topic-1-00222,1,us,us,0.46,medium
topic-1-00223,1,here,here,0.02,low
topic-1-00224,1,let,let,0.03,low
topic-1-00225,1,us,us,0.75,high
topic-1-00226,1,together,together,0.0,low
topic-1-00227,1,make,make,0.02,low
topic-1-00228,1,our,our,0.12,medium
topic-1-00229,1,way,way,0.17,medium
topic-1-00230,1,to,to,0.39,medium
topic-1-00231,1,another,another,0.0,low
topic-1-00232,1,land,land,0.01,low
topic-1-00233,1,this,this,0.03,low
topic-1-00234,1,proposal,proposal,0.0,low
topic-1-00235,1,pleased,pleased,0.03,low
topic-1-00236,1,the,the,0.72,high
topic-1-00237,1,other,other,0.13,medium
topic-1-00238,1,two,two,0.29,medium
topic-1-00239,1,and,and,0.64,high
topic-1-00240,1,they,they,0.74,high
topic-1-00241,1,set,set,0.03,low
topic-1-00242,1,forth,forth,0.01,low
topic-1-00243,1,all,all,0.0,low
topic-1-00244,1,together,together,0.54,high
topic-1-00245,1,they,they,0.23,medium
topic-1-00246,1,soon,soon,0.01,low
topic-1-00247,1,came,came,0.12,medium
topic-1-00248,1,to,to,0.72,high
topic-1-00249,1,a,a,0.53,high
topic-1-00250,1,small,small,0.01,low
topic-1-00251,1,brook,brook,0.0,low
topic-1-00252,1,and,and,0.51,medium
topic-1-00253,1,because,because,0.0,low
topic-1-00254,1,there,there,0.02,low
topic-1-00255,1,was,was,0.66,high
topic-1-00256,1,neither,neither,0.0,low
topic-1-00257,1,a,a,0.66,high
topic-1-00258,1,bridge,bridge,0.53,high
topic-1-00259,1,nor,nor,0.38,medium
topic-1-00260,1,a,a,0.76,high
topic-1-00261,1,walkway,walkway,0.0,low
topic-1-00262,1,there,there,0.01,low
topic-1-00263,1,they,they,0.77,high
topic-1-00264,1,did,did,0.0,low
topic-1-00265,1,not,not,0.67,high
topic-1-00266,1,know,know,0.35,medium
topic-1-00267,1,how,how,0.55,high
topic-1-00268,1,they,they,0.03,low
topic-1-00269,1,would,would,0.46,medium
topic-1-00270,1,get,get,0.36,medium
topic-1-00271,1,across,across,0.68,high
topic-1-00272,1,it,it,0.04,low
topic-1-00273,1,then,then,0.04,low
topic-1-00274,1,the,the,0.32,medium
topic-1-00275,1,straw,straw,0.26,medium
topic-1-00276,1,had,had,0.13,medium
topic-1-00277,1,a,a,0.14,medium
topic-1-00278,1,good,good,0.02,low
topic-1-00279,1,idea,idea,0.93,high
topic-1-00280,1,and,and,0.23,medium
topic-1-00281,1,said,said,0.18,medium
topic-1-00282,1,i,i,0.19,medium
topic-1-00283,1,will,will,0.18,medium
topic-1-00284,1,lay,lay,0.24,medium
topic-1-00285,1,myself,myself,0.08,medium
topic-1-00286,1,across,across,0.33,medium
topic-1-00287,1,it,it,0.0,low
topic-1-00288,1,and,and,0.81,high
topic-1-00289,1,you,you,0.78,high
topic-1-00290,1,can,can,0.44,medium
topic-1-00291,1,walk,walk,0.5,medium
topic-1-00292,1,across,across,0.53,high
topic-1-00293,1,me,me,0.65,high
topic-1-00294,1,like,like,0.01,low
topic-1-00295,1,on,on,0.0,low
topic-1-00296,1,a,a,0.86,high
topic-1-00297,1,bridge,bridge,0.93,high
topic-1-00298,1,so,so,0.07,medium
topic-1-00299,1,the,the,0.61,high
topic-1-00300,1,straw,straw,0.34,medium
topic-1-00301,1,stretched,stretched,0.0,low
topic-1-00302,1,himself,himself,0.1,medium
topic-1-00303,1,from,from,0.0,low
topic-1-00304,1,one,one,0.47,medium
topic-1-00305,1,bank,bank,0.08,medium
topic-1-00306,1,to,to,0.91,high
topic-1-00307,1,the,the,0.92,high
topic-1-00308,1,other,other,0.94,high
topic-1-00309,1,the,the,0.64,high
topic-1-00310,1,coal,coal,0.24,medium
topic-1-00311,1,who,who,0.01,low
topic-1-00312,1,was,was,0.7,high
topic-1-00313,1,a,a,0.03,low
topic-1-00314,1,hotheaded,hotheaded,0.0,low
topic-1-00315,1,fellow,fellow,0.07,medium
topic-1-00316,1,stepped,stepped,0.0,low
topic-1-00317,1,brashly,brashly,0.0,low
topic-1-00318,1,onto,onto,0.41,medium
topic-1-00319,1,the,the,0.94,high
topic-1-00320,1,newly,newly,0.0,low
topic-1-00321,1,constructed,constructed,0.0,low
topic-1-00322,1,bridge,bridge,0.87,high
topic-1-00323,1,but,but,0.04,low
topic-1-00324,1,when,when,0.01,low
topic-1-00325,1,he,he,0.8,high
topic-1-00326,1,got,got,0.06,low
topic-1-00327,1,to,to,0.32,medium
topic-1-00328,1,the,the,0.93,high
topic-1-00329,1,middle,middle,0.33,medium
topic-1-00330,1,and,and,0.01,low
topic-1-00331,1,heard,heard,0.01,low
topic-1-00332,1,the,the,0.43,medium
topic-1-00333,1,water,water,0.07,medium
topic-1-00334,1,rushing,rushing,0.33,medium
topic-1-00335,1,beneath,beneath,0.05,low
topic-1-00336,1,him,him,0.74,high
topic-1-00337,1,he,he,0.92,high
topic-1-00338,1,took,took,0.0,low
topic-1-00339,1,fright,fright,0.03,low
topic-1-00340,1,stopped,stopped,0.0,low
topic-1-00341,1,and,and,0.88,high
topic-1-00342,1,did,did,0.01,low
topic-1-00343,1,not,not,0.66,high
topic-1-00344,1,dare,dare,0.0,low
topic-1-00345,1,to,to,0.4,medium
topic-1-00346,1,go,go,0.15,medium
topic-1-00347,1,any,any,0.56,high
topic-1-00348,1,further,further,0.93,high
topic-1-00349,1,then,then,0.06,low
topic-1-00350,1,the,the,0.85,high
topic-1-00351,1,straw,straw,0.19,medium
topic-1-00352,1,caught,caught,0.03,low
topic-1-00353,1,fire,fire,0.3,medium
topic-1-00354,1,broke,broke,0.01,low
topic-1-00355,1,into,into,0.08,medium
topic-1-00356,1,two,two,0.26,medium
topic-1-00357,1,pieces,pieces,0.58,high
topic-1-00358,1,and,and,0.85,high
topic-1-00359,1,fell,fell,0.33,medium
topic-1-00360,1,into,into,0.84,high
topic-1-00361,1,the,the,1.0,high
topic-1-00362,1,brook,brook,0.31,medium
topic-1-00363,1,the,the,0.76,high
topic-1-00364,1,coal,coal,0.47,medium
topic-1-00365,1,slid,slid,0.0,low
topic-1-00366,1,after,after,0.01,low
topic-1-00367,1,him,him,0.32,medium
topic-1-00368,1,hissed,hissed,0.0,low
topic-1-00369,1,as,as,0.14,medium
topic-1-00370,1,he,he,0.72,high
topic-1-00371,1,fell,fell,0.19,medium
topic-1-00372,1,into,into,0.86,high
topic-1-00373,1,the,the,0.96,high
topic-1-00374,1,water,water,0.5,medium
topic-1-00375,1,and,and,0.72,high
topic-1-00376,1,gave,gave,0.0,low
topic-1-00377,1,up,up,0.13,medium
topic-1-00378,1,the,the,0.1,medium
topic-1-00379,1,ghost,ghost,0.12,medium
topic-1-00380,1,the,the,0.62,high
topic-1-00381,1,bean,bean,0.86,high
topic-1-00382,1,who,who,0.05,low
topic-1-00383,1,had,had,0.23,medium
topic-1-00384,1,cautiously,cautiously,0.0,low
topic-1-00385,1,stayed,stayed,0.14,medium
topic-1-00386,1,behind,behind,0.16,medium
topic-1-00387,1,on,on,0.2,medium
topic-1-00388,1,the,the,0.92,high
topic-1-00389,1,bank,bank,0.57,high
topic-1-00390,1,had,had,0.02,low
topic-1-00391,1,to,to,0.11,medium
topic-1-00392,1,laugh,laugh,0.03,low
topic-1-00393,1,at,at,0.49,medium
topic-1-00394,1,the,the,0.69,high
topic-1-00395,1,event,event,0.01,low
topic-1-00396,1,he,he,0.6,high
topic-1-00397,1,could,could,0.01,low
topic-1-00398,1,not,not,0.72,high
topic-1-00399,1,stop,stop,0.13,medium
topic-1-00400,1,and,and,0.33,medium
topic-1-00401,1,he,he,0.41,medium
topic-1-00402,1,laughed,laughed,0.17,medium
topic-1-00403,1,so,so,0.39,medium
topic-1-00404,1,fiercely,fiercely,0.0,low
topic-1-00405,1,that,that,0.62,high
topic-1-00406,1,he,he,0.87,high
topic-1-00407,1,burst,burst,0.05,low
topic-1-00408,1,now,now,0.04,low
topic-1-00409,1,he,he,0.14,medium
topic-1-00410,1,too,too,0.02,low
topic-1-00411,1,would,would,0.02,low
topic-1-00412,1,have,have,0.11,medium
topic-1-00413,1,died,died,0.12,medium
topic-1-00414,1,but,but,0.41,medium
topic-1-00415,1,fortunately,fortunately,0.0,low
topic-1-00416,1,a,a,0.06,low
topic-1-00417,1,wandering,wandering,0.0,low
topic-1-00418,1,tailor,tailor,0.01,low
topic-1-00419,1,was,was,0.13,medium
topic-1-00420,1,there,there,0.06,low
topic-1-00421,1,resting,resting,0.0,low
topic-1-00422,1,near,near,0.05,low
topic-1-00423,1,the,the,0.79,high
topic-1-00424,1,brook,brook,0.59,high
topic-1-00425,1,having,having,0.0,low
topic-1-00426,1,a,a,0.32,medium
topic-1-00427,1,compassionate,compassionate,0.0,low
topic-1-00428,1,heart,heart,0.67,high
topic-1-00429,1,he,he,0.7,high
topic-1-00430,1,got,got,0.03,low
topic-1-00431,1,out,out,0.06,low
topic-1-00432,1,a,a,0.09,medium
topic-1-00433,1,needle,needle,0.29,medium
topic-1-00434,1,and,and,0.97,high
topic-1-00435,1,thread,thread,0.51,medium
topic-1-00436,1,and,and,0.71,high
topic-1-00437,1,sewed,sewed,0.43,medium
topic-1-00438,1,the,the,0.76,high
topic-1-00439,1,bean,bean,0.84,high
topic-1-00440,1,back,back,0.7,high
topic-1-00441,1,together,together,0.84,high
topic-1-00442,1,the,the,0.58,high
topic-1-00443,1,bean,bean,0.71,high
topic-1-00444,1,thanked,thanked,0.11,medium
topic-1-00445,1,him,him,0.27,medium
topic-1-00446,1,most,most,0.0,low
topic-1-00447,1,kindly,kindly,0.1,medium
topic-1-00448,1,however,however,0.0,low
topic-1-00449,1,because,because,0.0,low
topic-1-00450,1,he,he,0.41,medium
topic-1-00451,1,had,had,0.2,medium
topic-1-00452,1,used,used,0.0,low
topic-1-00453,1,black,black,0.02,low
topic-1-00454,1,thread,thread,0.88,high
topic-1-00455,1,since,since,0.0,low
topic-1-00456,1,that,that,0.23,medium
topic-1-00457,1,time,time,0.02,low
topic-1-00458,1,all,all,0.03,low
topic-1-00459,1,beans,beans,0.15,medium
topic-1-00460,1,have,have,0.33,medium
topic-1-00461,1,had,had,0.13,medium
topic-1-00462,1,a,a,0.35,medium
topic-1-00463,1,black,black,0.55,high
topic-1-00464,1,seam,seam,0.1,medium
